SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100000004,10000001,10012160,52,52,AF/IN,"",,1509,BF/IN,"",,1560
100000005,10000001,10012316,53,53,AF/IN,"",,1499,BF/IN,"",,1560
100000006,10000002,10006344,46,46,AF/IN,"",,1647,BF/IN,"",,1688
100000009,10000003,10009189,43,43,AF/IN,,,1451,BF/IN,,,1497
100000011,10000008,10012118,57,57,AF/IN,,,1457,BF/IN,,,1509
100000013,10000009,10006940,12,12,AF/IN,,,1654,BF/IN,,,1727
100000014,10000009,10008485,42,42,AF/IN,,,1654,BF/IN,,,1715
100000020,10000010,10000086,96,96,AF/IN,,,1562,BF/IN,,,1616
100000021,10000010,10000117,22,22,AF/IN,,,1562,BF/IN,,,1592
100000022,10000010,10000138,28,28,AF/IN,,,1562,BF/IN,,,1632
100000024,10000010,10000175,27,27,AF/IN,,,1562,BF/IN,,,1633
100000026,10000010,10000208,94,94,AF/IN,,,1562,BF/IN,,,1626
100000029,10000010,10000474,18,18,AF/IN,,,1587,BF/IN,,,1633
100000030,10000010,10000475,15,15,AF/IN,,,1600,BF/IN,,,1633
100000031,10000010,10000504,16,16,AF/IN,,,1589,BF/IN,,,1633
100000035,10000010,10000650,39,39,AF/IN,,,1571,BF/IN,,,1633
100000036,10000010,10000665,16,16,AF/IN,,,1562,BF/IN,,,1613
100000038,10000010,10000772,43,43,AF/IN,,,1595,BF/IN,,,1633
100000040,10000010,10000874,56,56,AF/IN,,,1572,BF/IN,,,1633
100000042,10000010,10001067,84,84,AF/IN,,,1562,BF/IN,,,1616
100000043,10000010,10001099,50,50,AF/IN,,,1562,BF/IN,,,1624
100000044,10000010,10001190,52,52,AF/IN,,,1565,BF/IN,,,1633
100000047,10000010,10001563,50,50,AF/IN,,,1600,BF/IN,,,1633
100000050,10000010,10001751,49,49,AF/IN,,,1562,BF/IN,,,1628
100000051,10000010,10001782,26,26,AF/IN,,,1563,BF/IN,,,1633
100000052,10000010,10001827,12,12,AF/IN,,,1578,BF/IN,,,1633
100000054,10000010,10001880,15,15,AF/IN,,,1562,BF/IN,,,1614
100000055,10000010,10001883,16,16,AF/IN,,,1562,BF/IN,,,1633
100000056,10000010,10001939,23,23,AF/IN,,,1575,BF/IN,,,1633
100000059,10000010,10002088,79,79,AF/IN,,,1562,BF/IN,,,1628
100000061,10000010,10002171,35,35,AF/IN,,,1590,BF/IN,,,1622
100000063,10000010,10002251,51,51,AF/IN,,,1562,BF/IN,,,1598
100000064,10000010,10002265,44,44,AF/IN,,,1590,BF/IN,,,1625
100000066,10000010,10002307,54,54,AF/IN,,,1569,BF/IN,,,1633
100000068,10000010,10002432,34,34,AF/IN,,,1605,BF/IN,,,1633
100000072,10000010,10002665,44,44,AF/IN,,,1580,BF/IN,,,1633
100000073,10000010,10002816,49,49,AF/IN,,,1577,BF/IN,,,1633
100000075,10000010,10002863,44,44,AF/IN,,,1595,BF/IN,,,1633
100000076,10000010,10002896,67,67,AF/IN,,,1562,BF/IN,,,1621
100000077,10000010,10003072,72,72,AF/IN,,,1602,BF/IN,,,1633
100000080,10000010,10003470,22,22,AF/IN,,,1591,BF/IN,,,1633
100000082,10000010,10003508,21,21,AF/IN,,,1562,BF/IN,,,1595
100000084,10000010,10003562,55,55,AF/IN,,,1581,BF/IN,,,1633
100000086,10000010,10003652,26,26,AF/IN,,,1562,BF/IN,,,1633
100000087,10000010,10003653,40,40,AF/IN,,,1571,BF/IN,,,1633
100000089,10000010,10003852,51,51,AF/IN,,,1574,BF/IN,,,1630
100000090,10000010,10003868,16,16,AF/IN,,,1562,BF/IN,,,1633
100000093,10000010,10004158,94,94,AF/IN,,,1582,BF/IN,,,1633
100000094,10000010,10004179,55,55,AF/IN,,,1562,BF/IN,,,1626
100000096,10000010,10004329,28,28,AF/IN,,,1562,BF/IN,,,1633
100000097,10000010,10004396,14,14,AF/IN,,,1585,BF/IN,,,1623
100000098,10000010,10004408,18,18,AF/IN,,,1623,BF/IN,,,1633
100000108,10000010,10004756,23,23,AF/IN,,,1612,BF/IN,,,1633
100000109,10000010,10004894,22,22,AF/IN,,,1595,BF/IN,,,1633
100000111,10000010,10005054,39,39,AF/IN,,,1605,BF/IN,,,1633
100000122,10000010,10006124,49,49,AF/IN,,,1562,BF/IN,,,1611
100000123,10000010,10006126,26,26,AF/IN,,,1615,BF/IN,,,1633
100000125,10000010,10006249,27,27,AF/IN,,,1590,BF/IN,,,1632
100000126,10000010,10006254,57,57,AF/IN,,,1562,BF/IN,,,1614
100000128,10000010,10006273,11,11,AF/IN,,,1626,BF/IN,,,1633
100000129,10000010,10006275,53,53,AF/IN,,,1584,BF/IN,,,1633
100000134,10000010,10006538,17,17,AF/IN,,,1591,BF/IN,,,1633
100000135,10000010,10006539,74,74,AF/IN,,,1572,BF/IN,,,1629
100000137,10000010,10006686,16,16,AF/IN,,,1573,BF/IN,,,1633
100000138,10000010,10006720,45,45,AF/IN,,,1572,BF/IN,,,1633
100000139,10000010,10006800,22,22,AF/IN,,,1562,BF/IN,,,1633
100000141,10000010,10006868,15,15,AF/IN,,,1578,BF/IN,,,1633
100000142,10000010,10006913,35,35,AF/IN,,,1621,BF/IN,,,1633
100000144,10000010,10006924,38,38,AF/IN,,,1569,BF/IN,,,1633
100000146,10000010,10007006,47,47,AF/IN,,,1562,BF/IN,,,1624
100000147,10000010,10007034,21,21,AF/IN,,,1581,BF/IN,,,1633
100000149,10000010,10007063,27,27,AF/IN,,,1605,BF/IN,,,1633
100000151,10000010,10007087,28,28,AF/IN,,,1562,BF/IN,,,1630
100000153,10000010,10007273,41,41,AF/IN,,,1571,BF/IN,,,1629
100000154,10000010,10007282,39,39,AF/IN,,,1562,BF/IN,,,1612
100000156,10000010,10007703,55,55,AF/IN,,,1579,BF/IN,,,1633
100000158,10000010,10008014,38,38,AF/IN,,,1562,BF/IN,,,1633
100000159,10000010,10008105,17,17,AF/IN,,,1562,BF/IN,,,1629
100000161,10000010,10008329,76,76,AF/IN,,,1577,BF/IN,,,1618
100000162,10000010,10008359,56,56,AF/IN,,,1583,BF/IN,,,1633
100000165,10000010,10008546,35,35,AF/IN,,,1564,BF/IN,,,1633
100000166,10000010,10008547,19,19,AF/IN,,,1580,BF/IN,,,1633
100000167,10000010,10008581,72,72,AF/IN,,,1569,BF/IN,,,1628
100000169,10000010,10008712,36,36,AF/IN,,,1563,BF/IN,,,1633
100000172,10000010,10009171,37,37,AF/IN,,,1600,BF/IN,,,1633
100000174,10000010,10009234,26,26,AF/IN,,,1562,BF/IN,,,1633
100000175,10000010,10009241,43,43,AF/IN,,,1590,BF/IN,,,1633
100000177,10000010,10009322,23,23,AF/IN,,,1564,BF/IN,,,1614
100000179,10000010,10009406,22,22,AF/IN,,,1578,BF/IN,,,1629
100000180,10000010,10009432,43,43,AF/IN,,,1563,BF/IN,,,1633
100000182,10000010,10009725,53,53,AF/IN,,,1565,BF/IN,,,1633
100000183,10000010,10009785,55,55,AF/IN,,,1562,BF/IN,,,1633
100000186,10000010,10009939,34,34,AF/IN,,,1585,BF/IN,,,1630
100000187,10000010,10009981,17,17,AF/IN,,,1600,BF/IN,,,1633
100000188,10000010,10010012,53,53,AF/IN,,,1577,BF/IN,,,1626
100000190,10000010,10010102,17,17,AF/IN,,,1570,BF/IN,,,1622
100000191,10000010,10010132,49,49,AF/IN,,,1562,BF/IN,,,1609
100000194,10000010,10010333,59,59,AF/IN,,,1576,BF/IN,,,1610
100000197,10000010,10010556,36,36,AF/IN,,,1581,BF/IN,,,1627
100000199,10000010,10010679,54,54,AF/IN,,,1565,BF/IN,,,1629
100000200,10000010,10010702,52,52,AF/IN,,,1562,BF/IN,,,1614
100000202,10000010,10010733,61,61,AF/IN,,,1562,BF/IN,,,1622
100000204,10000010,10010735,18,18,AF/IN,,,1579,BF/IN,,,1632
100000205,10000010,10010754,22,22,AF/IN,,,1562,BF/IN,,,1609
100000207,10000010,10011145,39,39,AF/IN,,,1590,BF/IN,,,1633
100000209,10000010,10011226,51,51,AF/IN,,,1562,BF/IN,,,1624
100000210,10000010,10011297,11,11,AF/IN,,,1562,BF/IN,,,1628
100000212,10000010,10011326,66,66,AF/IN,,,1608,BF/IN,,,1633
100000213,10000010,10011354,35,35,AF/IN,,,1563,BF/IN,,,1633
100000216,10000010,10011419,21,21,AF/IN,,,1562,BF/IN,,,1597
100000217,10000010,10011589,60,60,AF/IN,,,1568,BF/IN,,,1626
100000218,10000010,10011612,35,35,AF/IN,,,1562,BF/IN,,,1571
100000219,10000010,10011613,16,16,AF/IN,,,1571,BF/IN,,,1633
100000221,10000010,10011670,83,83,AF/IN,,,1600,BF/IN,,,1633
100000224,10000010,10011712,28,28,AF/IN,,,1562,BF/IN,,,1629
100000226,10000010,10011844,14,14,AF/IN,,,1562,BF/IN,,,1627
100000227,10000010,10011854,50,50,AF/IN,,,1562,BF/IN,,,1610
100000228,10000010,10011898,43,43,AF/IN,,,1562,BF/IN,,,1625
100000232,10000010,10012172,51,51,AF/IN,,,1577,BF/IN,,,1633
100000233,10000010,10012226,56,56,AF/IN,,,1581,BF/IN,,,1633
100000234,10000010,10012252,44,44,AF/IN,,,1599,BF/IN,,,1633
100000237,10000010,10012358,23,23,AF/IN,,,1628,BF/IN,,,1633
100000238,10000010,10012372,44,44,AF/IN,,,1599,BF/IN,,,1633
100000240,10000010,10012530,14,14,AF/IN,,,1577,BF/IN,,,1633
100000241,10000010,10012549,51,51,AF/IN,,,1581,BF/IN,,,1633
100000244,10000010,10012848,51,51,AF/IN,,,1580,BF/IN,,,1607
100000245,10000010,10012862,30,30,AF/IN,,,1580,BF/IN,,,1612
100000246,10000010,10012905,18,18,AF/IN,,,1562,BF/IN,,,1621
100000248,10000010,10012919,11,11,AF/IN,,,1631,BF/IN,,,1633
100000249,10000010,10013025,35,35,AF/IN,,,1562,BF/IN,,,1617
100000252,10000010,10013141,15,15,AF/IN,,,1629,BF/IN,,,1633
100000253,10000010,10013172,20,20,AF/IN,,,1587,BF/IN,,,1633
100000254,10000010,10013202,52,52,AF/IN,,,1562,BF/IN,,,1627
100000256,10000010,10013256,61,61,AF/IN,,,1585,BF/IN,,,1633
100000259,10000010,10013271,12,12,AF/IN,,,1574,BF/IN,,,1619
100000263,10000011,10003115,56,56,AF/IN,,,1616,BF/IN,,,1650
100000264,10000011,10003191,21,21,AF/IN,,,1602,BF/IN,,,1650
100000267,10000011,10005872,18,18,AF/IN,,,1601,BF/IN,,,1650
100000268,10000011,10006076,13,13,AF/IN,,,1598,BF/IN,,,1650
100000269,10000011,10010318,49,49,AF/IN,,,1601,BF/IN,,,1606
100000271,10000011,10011414,25,25,AF/IN,,,1598,BF/IN,,,1650
100000272,10000011,10011415,13,13,AF/IN,,,1603,BF/IN,,,1642
100000276,10000012,10000335,40,40,AF/IN,,,1565,BF/IN,,,1641
100000277,10000012,10000775,33,33,AF/IN,,,1626,BF/IN,,,1635
100000278,10000012,10000874,43,43,AF/IN,,,1572,BF/IN,,,1642
100000281,10000012,10001962,37,37,AF/IN,,,1565,BF/IN,,,1623
100000282,10000012,10002086,46,46,AF/IN,,,1574,BF/IN,,,1632
100000284,10000012,10002178,45,45,AF/IN,,,1565,BF/IN,,,1600
100000285,10000012,10002570,48,48,AF/IN,,,1577,BF/IN,,,1641
100000288,10000012,10003216,48,48,AF/IN,,,1565,BF/IN,,,1619
100000289,10000012,10003259,38,38,AF/IN,,,1565,BF/IN,,,1619
100000292,10000012,10003505,41,41,AF/IN,,,1613,BF/IN,,,1642
100000293,10000012,10003801,43,43,AF/IN,,,1596,BF/IN,,,1642
100000295,10000012,10004612,12,12,AF/IN,,,1593,BF/IN,,,1642
100000297,10000012,10004705,18,18,AF/IN,,,1617,BF/IN,,,1642
100000298,10000012,10004894,13,13,AF/IN,,,1595,BF/IN,,,1642
100000300,10000012,10005479,52,52,AF/IN,,,1614,BF/IN,,,1642
100000302,10000012,10006434,43,43,AF/IN,,,1565,BF/IN,,,1639
100000303,10000012,10006720,27,27,AF/IN,,,1572,BF/IN,,,1637
100000305,10000012,10007245,27,27,AF/IN,,,1565,BF/IN,,,1631
100000306,10000012,10007424,26,26,AF/IN,,,1615,BF/IN,,,1642
100000309,10000012,10009241,47,47,AF/IN,,,1590,BF/IN,,,1642
100000310,10000012,10009981,41,41,AF/IN,,,1600,BF/IN,,,1642
100000312,10000012,10010796,38,38,AF/IN,,,1565,BF/IN,,,1616
100000313,10000012,10010918,46,46,AF/IN,,,1565,BF/IN,,,1612
100000314,10000012,10010919,62,62,AF/IN,,,1633,BF/IN,,,1642
100000317,10000012,10011613,16,16,AF/IN,,,1571,BF/IN,,,1642
100000318,10000012,10011670,23,23,AF/IN,,,1600,BF/IN,,,1642
100000320,10000012,10011754,38,38,AF/IN,,,1565,BF/IN,,,1618
100000321,10000012,10012051,20,20,AF/IN,,,1565,BF/IN,,,1638
100000323,10000012,10012117,70,70,AF/IN,,,1565,BF/IN,,,1603
100000327,10000012,10013279,46,46,AF/IN,,,1596,BF/IN,,,1632
100000328,10000013,10000208,43,43,AF/IN,,,1559,BF/IN,,,1618
100000330,10000013,10000596,34,34,AF/IN,,,1559,BF/IN,,,1610
100000332,10000013,10000802,13,13,AF/IN,,,1615,BF/IN,,,1618
100000335,10000013,10001341,11,11,AF/IN,,,1587,BF/IN,,,1618
100000336,10000013,10001508,35,35,AF/IN,,,1573,BF/IN,,,1618
100000337,10000013,10001544,12,12,AF/IN,,,1568,BF/IN,,,1618
100000340,10000013,10002178,12,12,AF/IN,,,1559,BF/IN,,,1600
100000341,10000013,10002279,57,57,AF/IN,,,1559,BF/IN,,,1618
100000343,10000013,10002516,12,12,AF/IN,,,1559,BF/IN,,,1612
100000344,10000013,10002562,14,14,AF/IN,,,1600,BF/IN,,,1618
100000346,10000013,10002756,11,11,AF/IN,,,1564,BF/IN,,,1618
100000348,10000013,10002889,37,37,AF/IN,,,1559,BF/IN,,,1615
100000349,10000013,10002963,28,28,AF/IN,,,1568,BF/IN,,,1618
100000351,10000013,10003570,56,56,AF/IN,,,1560,BF/IN,,,1618
100000353,10000013,10004019,21,21,AF/IN,,,1559,BF/IN,,,1617
100000355,10000013,10004243,12,12,AF/IN,,,1559,BF/IN,,,1606
100000356,10000013,10004244,52,52,AF/IN,,,1561,BF/IN,,,1616
100000358,10000013,10004400,19,19,AF/IN,,,1559,BF/IN,,,1596
100000360,10000013,10004563,42,42,AF/IN,,,1559,BF/IN,,,1591
100000361,10000013,10004692,52,52,AF/IN,,,1559,BF/IN,,,1606
100000363,10000013,10005397,19,19,AF/IN,,,1574,BF/IN,,,1618
100000364,10000013,10005716,31,31,AF/IN,,,1580,BF/IN,,,1618
100000368,10000013,10007095,13,13,AF/IN,,,1566,BF/IN,,,1618
100000371,10000013,10007513,20,20,AF/IN,,,1560,BF/IN,,,1615
100000372,10000013,10008329,11,11,AF/IN,,,1577,BF/IN,,,1618
100000374,10000013,10008580,45,45,AF/IN,,,1575,BF/IN,,,1618
100000375,10000013,10008581,32,32,AF/IN,,,1569,BF/IN,,,1618
100000377,10000013,10009336,33,33,AF/IN,,,1563,BF/IN,,,1618
100000378,10000013,10009921,13,13,AF/IN,,,1587,BF/IN,,,1618
100000381,10000013,10010301,35,35,AF/IN,,,1559,BF/IN,,,1618
100000382,10000013,10011226,43,43,AF/IN,,,1559,BF/IN,,,1618
100000383,10000013,10011459,37,37,AF/IN,,,1559,BF/IN,,,1618
100000385,10000013,10011681,61,61,AF/IN,,,1566,BF/IN,,,1618
100000386,10000013,10011712,31,31,AF/IN,,,1559,BF/IN,,,1618
100000389,10000013,10012785,15,15,AF/IN,,,1563,BF/IN,,,1618
100000393,10000013,10012862,13,13,AF/IN,,,1580,BF/IN,,,1612
100000394,10000013,10012917,24,24,AF/IN,,,1582,BF/IN,,,1618
100000397,10000013,10013232,33,33,AF/IN,,,1566,BF/IN,,,1618
100000398,10000014,10000142,52,52,AF/IN,,,1589,BF/IN,,,1652
100000400,10000014,10000535,53,53,AF/IN,,,1589,BF/IN,,,1652
100000401,10000014,10000772,18,18,AF/IN,,,1595,BF/IN,,,1652
100000404,10000014,10001067,15,15,AF/IN,,,1589,BF/IN,,,1616
100000405,10000014,10001827,22,22,AF/IN,,,1589,BF/IN,,,1647
100000406,10000014,10002178,15,15,AF/IN,,,1589,BF/IN,,,1600
100000408,10000014,10002384,26,26,AF/IN,,,1608,BF/IN,,,1652
100000409,10000014,10002562,12,12,AF/IN,,,1600,BF/IN,,,1634
100000412,10000014,10002963,17,17,AF/IN,,,1589,BF/IN,,,1624
100000413,10000014,10003157,52,52,AF/IN,,,1589,BF/IN,,,1647
100000414,10000014,10003305,15,15,AF/IN,,,1597,BF/IN,,,1652
100000416,10000014,10003454,14,14,AF/IN,,,1625,BF/IN,,,1652
100000418,10000014,10003670,59,59,AF/IN,,,1622,BF/IN,,,1652
100000420,10000014,10004158,24,24,AF/IN,,,1589,BF/IN,,,1645
100000421,10000014,10004244,17,17,AF/IN,,,1589,BF/IN,,,1616
100000422,10000014,10004292,12,12,AF/IN,,,1604,BF/IN,,,1652
100000423,10000014,10004972,13,13,AF/IN,,,1594,BF/IN,,,1652
100000426,10000014,10005716,16,16,AF/IN,,,1589,BF/IN,,,1636
100000427,10000014,10005897,22,22,AF/IN,,,1599,BF/IN,,,1652
100000428,10000014,10006310,30,30,AF/IN,,,1589,BF/IN,,,1632
100000430,10000014,10007096,28,28,AF/IN,,,1629,BF/IN,,,1652
100000432,10000014,10007175,73,73,AF/IN,,,1589,BF/IN,,,1645
100000435,10000014,10008581,18,18,AF/IN,,,1589,BF/IN,,,1628
100000436,10000014,10008729,50,50,AF/IN,,,1589,BF/IN,,,1640
100000437,10000014,10009241,51,51,AF/IN,,,1590,BF/IN,,,1652
100000439,10000014,10009336,16,16,AF/IN,,,1589,BF/IN,,,1639
100000440,10000014,10009981,17,17,AF/IN,,,1600,BF/IN,,,1652
100000442,10000014,10010301,27,27,AF/IN,,,1589,BF/IN,,,1629
100000443,10000014,10011226,22,22,AF/IN,,,1589,BF/IN,,,1624
100000446,10000014,10012117,11,11,AF/IN,,,1589,BF/IN,,,1603
100000447,10000014,10012726,11,11,AF/IN,,,1620,BF/IN,,,1652
100000448,10000014,10012784,15,15,AF/IN,,,1589,BF/IN,,,1652
100000450,10000014,10012786,13,13,AF/IN,,,1601,BF/IN,,,1652
100000451,10000014,10012819,34,34,AF/IN,,,1589,BF/IN,,,1632
100000454,10000014,10012918,15,15,AF/IN,,,1626,BF/IN,,,1652
100000457,10000015,10001424,27,27,AF/IN,,,1604,BF/IN,,,1625
100000458,10000015,10001605,32,32,AF/IN,,,1604,BF/IN,,,1619
100000460,10000015,10002210,45,45,AF/IN,,,1604,BF/IN,,,1626
100000462,10000015,10003060,23,23,AF/IN,,,1626,BF/IN,,,1649
100000464,10000015,10007388,65,65,AF/IN,,,1618,BF/IN,,,1649
100000465,10000015,10008767,26,26,AF/IN,,,1604,BF/IN,,,1615
100000469,10000015,10012372,49,49,AF/IN,,,1604,BF/IN,,,1649
100000471,10000016,10001191,37,37,AF/IN,,,1605,BF/IN,,,1675
100000472,10000016,10001192,51,51,AF/IN,,,1618,BF/IN,,,1675
100000476,10000016,10012266,34,34,AF/IN,,,1590,BF/IN,,,1667
100000477,10000016,10012625,38,38,AF/IN,,,1611,BF/IN,,,1672
100000479,10000017,10003599,40,40,AF/IN,,,1490,BF/IN,,,1537
100000480,10000017,10008410,12,12,AF/IN,,,1475,BF/IN,,,1537
100000481,10000017,10011552,14,14,AF/IN,,,1512,BF/IN,,,1537
100000484,10000018,10001216,12,12,AF/IN,,,1430,BF/IN,,,1534
100000485,10000018,10001353,20,20,AF/IN,,,1476,BF/IN,,,1540
100000487,10000018,10002533,19,19,AF/IN,,,1481,BF/IN,,,1540
100000488,10000018,10004235,41,41,AF/IN,,,1430,BF/IN,,,1540
100000491,10000018,10004684,42,42,AF/IN,,,1495,BF/IN,,,1540
100000492,10000018,10004927,23,23,AF/IN,,,1430,BF/IN,,,1534
100000494,10000018,10006406,20,20,AF/IN,,,1438,BF/IN,,,1540
100000497,10000018,10007591,20,20,AF/IN,,,1473,BF/IN,,,1540
100000498,10000018,10008073,20,20,AF/IN,,,1477,BF/IN,,,1540
100000500,10000018,10009874,50,50,AF/IN,,,1478,BF/IN,,,1540
100000501,10000018,10012119,68,68,AF/IN,,,1491,BF/IN,,,1540
100000504,10000018,10013080,12,12,AF/IN,,,1500,BF/IN,,,1540
100000505,10000019,10000772,39,39,AF/IN,,,1595,BF/IN,,,1654
100000506,10000019,10001827,73,73,AF/IN,,,1584,BF/IN,,,1647
100000508,10000019,10005449,13,13,AF/IN,,,1658,BF/IN,,,1655
100000509,10000019,10005897,31,31,AF/IN,,,1599,BF/IN,,,1655
100000512,10000019,10009524,24,24,AF/IN,,,1584,BF/IN,,,1655
100000513,10000019,10009981,38,38,AF/IN,,,1600,BF/IN,,,1655
100000515,10000020,10001006,45,45,AF/IN,,,1638,BF/IN,,,1697
100000516,10000020,10002185,24,24,AF/IN,,,1606,BF/IN,,,1686
100000518,10000020,10003752,17,17,AF/IN,,,1606,BF/IN,,,1662
100000522,10000020,10009786,40,40,AF/IN,,,1604,BF/IN,,,1691
100000523,10000020,10009787,60,60,AF/IN,,,1648,BF/IN,,,1699
100000525,10000020,10012933,13,13,AF/IN,,,1633,BF/IN,,,1699
100000527,10000021,10000664,13,13,AF/IN,,,1669,BF/IN,,,1685
100000528,10000021,10001419,50,50,AF/IN,,,1630,BF/IN,,,1685
100000530,10000021,10003801,70,70,AF/IN,,,1630,BF/IN,,,1680
100000531,10000021,10005616,66,66,AF/IN,,,1630,BF/IN,,,1662
100000536,10000022,10001419,56,56,AF/IN,,,1627,BF/IN,,,1691
100000537,10000022,10002993,15,15,AF/IN,,,1695,BF/IN,,,1701
100000538,10000022,10003387,13,13,AF/IN,,,1660,BF/IN,,,1701
100000539,10000022,10008203,55,55,AF/IN,,,1624,BF/IN,,,1684
100000541,10000024,10002993,42,42,AF/IN,,,1695,BF/IN,,,1716
100000542,10000024,10003387,42,42,AF/IN,,,1660,BF/IN,,,1716
100000543,10000024,10003695,22,22,AF/IN,,,1690,BF/IN,,,1716
100000545,10000024,10006125,23,23,AF/IN,,,1696,BF/IN,,,1716
100000546,10000024,10008851,44,44,AF/IN,,,1657,BF/IN,,,1716
100000548,10000024,10010616,15,15,AF/IN,,,1656,BF/IN,,,1711
100000550,10000025,10000840,25,25,AF/IN,,,1536,BF/IN,,,1603
100000551,10000025,10003018,13,13,AF/IN,,,1568,BF/IN,,,1612
100000553,10000025,10005711,76,76,AF/IN,,,1536,BF/IN,,,1591
100000555,10000025,10009592,21,21,AF/IN,,,1546,BF/IN,,,1610
100000557,10000025,10012117,18,18,AF/IN,,,1536,BF/IN,,,1603
100000558,10000026,10000041,43,43,AF/IN,,,1680,BF/IN,,,1693
100000560,10000026,10001406,49,49,AF/IN,,,1685,BF/IN,,,1740
100000562,10000026,10001686,59,59,AF/IN,,,1686,BF/IN,,,1735
100000563,10000026,10002000,43,43,AF/IN,,,1680,BF/IN,,,1704
100000565,10000026,10002497,56,56,AF/IN,,,1684,BF/IN,,,1740
100000566,10000026,10003680,48,48,AF/IN,,,1696,BF/IN,,,1740
100000569,10000026,10005788,41,41,AF/IN,,,1680,BF/IN,,,1740
100000570,10000026,10005996,59,59,AF/IN,,,1680,BF/IN,,,1740
100000571,10000026,10006412,73,73,AF/IN,,,1694,BF/IN,,,1740
100000573,10000026,10006981,77,77,AF/IN,,,1680,BF/IN,,,1740
100000574,10000026,10006982,46,46,AF/IN,,,1696,BF/IN,,,1740
100000577,10000026,10010477,11,11,AF/IN,,,1680,BF/IN,,,1731
100000578,10000026,10011118,40,40,AF/IN,,,1680,BF/IN,,,1740
100000580,10000026,10011763,35,35,AF/IN,,,1680,BF/IN,,,1740
100000581,10000026,10011764,19,19,AF/IN,,,1691,BF/IN,,,1740
100000583,10000027,10000028,63,63,AF/IN,,,1639,BF/IN,,,1722
100000587,10000027,10000345,15,15,AF/IN,,,1645,BF/IN,,,1711
100000588,10000027,10000947,28,28,AF/IN,,,1649,BF/IN,,,1726
100000590,10000027,10003058,17,17,AF/IN,,,1631,BF/IN,,,1658
100000592,10000027,10004360,39,39,AF/IN,,,1647,BF/IN,,,1712
100000593,10000027,10006012,41,41,AF/IN,,,1631,BF/IN,,,1679
100000595,10000027,10007420,19,19,AF/IN,,,1631,BF/IN,,,1675
100000596,10000027,10007541,19,19,AF/IN,,,1632,BF/IN,,,1704
100000599,10000027,10011156,46,46,AF/IN,,,1689,BF/IN,,,1728
100000600,10000027,10012499,21,21,AF/IN,,,1631,BF/IN,,,1661
100000602,10000028,10002325,22,22,AF/IN,,,1676,BF/IN,,,1722
100000603,10000028,10002401,17,17,AF/IN,,,1639,BF/IN,,,1699
100000604,10000028,10002644,14,14,AF/IN,,,1639,BF/IN,,,1697
100000607,10000028,10003899,23,23,AF/IN,,,1642,BF/IN,,,1707
100000608,10000028,10004360,26,26,AF/IN,,,1647,BF/IN,,,1712
100000610,10000028,10005318,28,28,AF/IN,,,1677,BF/IN,,,1722
100000611,10000028,10005767,25,25,AF/IN,,,1650,BF/IN,,,1714
100000613,10000028,10006594,13,13,AF/IN,,,1691,BF/IN,,,1722
100000615,10000028,10008080,21,21,AF/IN,,,1639,BF/IN,,,1697
100000616,10000028,10008715,16,16,AF/IN,,,1678,BF/IN,,,1722
100000618,10000028,10010848,19,19,AF/IN,,,1639,BF/IN,,,1722
100000620,10000028,10011666,54,54,AF/IN,,,1665,BF/IN,,,1714
100000622,10000028,10011735,23,23,AF/IN,,,1667,BF/IN,,,1722
100000623,10000028,10012607,67,67,AF/IN,,,1674,BF/IN,,,1722
100000625,10000029,10000802,18,18,AF/IN,,,1690,BF/IN,,,1691
100000627,10000029,10002337,12,12,AF/IN,,,1690,BF/IN,,,1693
100000628,10000029,10002349,20,20,AF/IN,,,1690,BF/IN,,,1712
100000630,10000029,10002475,47,47,AF/IN,,,1696,BF/IN,,,1742
100000631,10000029,10002644,23,23,AF/IN,,,1690,BF/IN,,,1697
100000634,10000029,10003440,17,17,AF/IN,,,1690,BF/IN,,,1740
100000635,10000029,10003899,23,23,AF/IN,,,1690,BF/IN,,,1707
100000636,10000029,10004494,28,28,AF/IN,,,1690,BF/IN,,,1750
100000638,10000029,10005767,20,20,AF/IN,,,1690,BF/IN,,,1714
100000639,10000029,10005768,28,28,AF/IN,,,1690,BF/IN,,,1701
100000642,10000029,10006426,44,44,AF/IN,,,1698,BF/IN,,,1750
100000643,10000029,10006594,15,15,AF/IN,,,1691,BF/IN,,,1750
100000645,10000029,10008080,28,28,AF/IN,,,1690,BF/IN,,,1697
100000646,10000029,10008162,21,21,AF/IN,,,1690,BF/IN,,,1699
100000648,10000029,10008715,15,15,AF/IN,,,1690,BF/IN,,,1743
100000652,10000029,10010848,22,22,AF/IN,,,1690,BF/IN,,,1746
100000653,10000029,10011156,19,19,AF/IN,,,1690,BF/IN,,,1749
100000655,10000029,10011631,52,52,AF/IN,,,1696,BF/IN,,,1750
100000657,10000029,10011818,65,65,AF/IN,,,1694,BF/IN,,,1750
100000658,10000029,10012482,51,51,AF/IN,,,1690,BF/IN,,,1745
100000660,10000029,10012903,38,38,AF/IN,,,1690,BF/IN,,,1750
100000661,10000029,10012910,18,18,AF/IN,,,1690,BF/IN,,,1716
100000664,10000030,10000596,48,48,AF/IN,,,1595,BF/IN,,,1610
100000665,10000030,10000890,26,26,AF/IN,,,1595,BF/IN,,,1632
100000667,10000030,10002176,48,48,AF/IN,,,1595,BF/IN,,,1614
