SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100013861,10000649,10012119,56,56,AF/IN,,,1540,BF/IN,,,1547
100013862,10000649,10012122,48,48,AF/IN,,,1540,BF/IN,,,1558
100013863,10000649,10012978,11,11,AF/IN,,,1562,BF/IN,,,1576
100013866,10000649,10013270,44,44,AF/IN,,,1540,BF/IN,,,1557
100013867,10000650,10000708,17,17,AF/IN,,,1581,BF/IN,,,1642
100013869,10000650,10004758,31,31,AF/IN,,,1595,BF/IN,,,1639
100013870,10000650,10005290,47,47,AF/IN,,,1571,BF/IN,,,1621
100013871,10000650,10005834,34,34,AF/IN,,,1571,BF/IN,,,1617
100013874,10000650,10007175,62,62,AF/IN,,,1573,BF/IN,,,1642
100013875,10000650,10007372,39,39,AF/IN,,,1571,BF/IN,,,1615
100013877,10000650,10010407,48,48,AF/IN,,,1598,BF/IN,,,1642
100013878,10000650,10013082,51,51,AF/IN,,,1576,BF/IN,,,1642
100013881,10000651,10001006,45,45,AF/IN,,,1638,BF/IN,,,1687
100013882,10000651,10004101,11,11,AF/IN,,,1612,BF/IN,,,1671
100013883,10000651,10004972,53,53,AF/IN,,,1609,BF/IN,,,1665
100013885,10000651,10005751,40,40,AF/IN,,,1609,BF/IN,,,1663
100013887,10000651,10006976,27,27,AF/IN,,,1609,BF/IN,,,1675
100013889,10000651,10008900,17,17,AF/IN,,,1637,BF/IN,,,1685
100013890,10000651,10010979,16,16,AF/IN,,,1609,BF/IN,,,1677
100013891,10000651,10011670,11,11,AF/IN,,,1609,BF/IN,,,1649
100013894,10000651,10012039,30,30,AF/IN,,,1609,BF/IN,,,1649
100013895,10000651,10012356,44,44,AF/IN,,,1629,BF/IN,,,1648
100013897,10000651,10013082,50,50,AF/IN,,,1609,BF/IN,,,1686
100013898,10000651,10013084,53,53,AF/IN,,,1632,BF/IN,,,1687
100013902,10000652,10003060,64,64,AF/IN,,,1626,BF/IN,,,1662
100013904,10000652,10003584,26,26,AF/IN,,,1595,BF/IN,,,1649
100013906,10000652,10003876,43,43,AF/IN,,,1631,BF/IN,,,1662
100013907,10000652,10004486,59,59,AF/IN,,,1552,BF/IN,,,1655
100013908,10000652,10005341,22,22,AF/IN,,,1552,BF/IN,,,1660
100013911,10000652,10007468,34,34,AF/IN,,,1609,BF/IN,,,1662
100013912,10000652,10007609,13,13,AF/IN,,,1608,BF/IN,,,1662
100013914,10000652,10008309,14,14,AF/IN,,,1608,BF/IN,,,1662
100013915,10000652,10009107,97,97,AF/IN,,,1606,BF/IN,,,1662
100013917,10000652,10011670,45,45,AF/IN,,,1600,BF/IN,,,1649
100013919,10000652,10012299,44,44,AF/IN,,,1641,BF/IN,,,1662
100013920,10000652,10012395,12,12,AF/IN,,,1608,BF/IN,,,1662
100013922,10000652,10012876,17,17,AF/IN,,,1622,BF/IN,,,1662
100013924,10000653,10002731,27,27,AF/IN,,,1607,BF/IN,,,1627
100013926,10000653,10004243,11,11,AF/IN,,,1607,BF/IN,,,1606
100013927,10000653,10004244,14,14,AF/IN,,,1607,BF/IN,,,1616
100013928,10000653,10004245,12,12,AF/IN,,,1607,BF/IN,,,1624
100013931,10000653,10007972,14,14,AF/IN,,,1607,BF/IN,,,1630
100013932,10000653,10007973,44,44,AF/IN,,,1607,BF/IN,,,1630
100013934,10000653,10008612,24,24,AF/IN,,,1607,BF/IN,,,1630
100013935,10000653,10009671,26,26,AF/IN,,,1607,BF/IN,,,1605
100013936,10000653,10011681,23,23,AF/IN,,,1607,BF/IN,,,1625
100013939,10000655,10000689,25,25,AF/IN,,,1580,BF/IN,,,1599
100013940,10000655,10000960,50,50,AF/IN,,,1599,BF/IN,,,1599
100013942,10000655,10001751,22,22,AF/IN,,,1580,BF/IN,,,1599
100013943,10000655,10001904,53,53,AF/IN,,,1580,BF/IN,,,1599
100013946,10000655,10002549,51,51,AF/IN,,,1580,BF/IN,,,1599
100013947,10000655,10003177,48,48,AF/IN,,,1580,BF/IN,,,1595
100013948,10000655,10003238,40,40,AF/IN,,,1580,BF/IN,,,1591
100013950,10000655,10003850,20,20,AF/IN,,,1580,BF/IN,,,1599
100013952,10000655,10004461,26,26,AF/IN,,,1580,BF/IN,,,1599
100013954,10000655,10006047,43,43,AF/IN,,,1580,BF/IN,,,1599
100013955,10000655,10006068,19,19,AF/IN,,,1580,BF/IN,,,1599
100013956,10000655,10006254,48,48,AF/IN,,,1580,BF/IN,,,1599
100013959,10000655,10007311,45,45,AF/IN,,,1580,BF/IN,,,1599
100013960,10000655,10008522,16,16,AF/IN,,,1580,BF/IN,,,1599
100013962,10000655,10010130,34,34,AF/IN,,,1591,BF/IN,,,1599
100013963,10000655,10010368,51,51,AF/IN,,,1588,BF/IN,,,1599
100013967,10000655,10012647,15,15,AF/IN,,,1580,BF/IN,,,1599
100013968,10000655,10012867,15,15,AF/IN,,,1580,BF/IN,,,1599
100013970,10000656,10004954,31,31,AF/IN,,,1643,BF/IN,,,1694
100013971,10000656,10005090,21,21,AF/IN,,,1673,BF/IN,,,1706
100013973,10000656,10008438,13,13,AF/IN,,,1642,BF/IN,,,1706
100013976,10000656,10011683,31,31,AF/IN,,,1642,BF/IN,,,1701
100013977,10000656,10011990,41,41,AF/IN,,,1642,BF/IN,,,1706
100013979,10000657,10012120,48,48,AF/IN,,,1489,BF/IN,,,1518
100013980,10000658,10000765,35,35,AF/IN,,,1644,BF/IN,,,1696
100013982,10000658,10002479,36,36,AF/IN,,,1661,BF/IN,,,1704
100013984,10000658,10002722,21,21,AF/IN,,,1622,BF/IN,,,1681
100013985,10000658,10003058,25,25,AF/IN,,,1599,BF/IN,,,1658
100013987,10000658,10004046,25,25,AF/IN,,,1620,BF/IN,,,1704
100013989,10000658,10004118,32,32,AF/IN,,,1594,BF/IN,,,1691
100013991,10000658,10004855,25,25,AF/IN,,,1665,BF/IN,,,1704
100013994,10000658,10005737,47,47,AF/IN,,,1635,BF/IN,,,1704
100013996,10000658,10006075,76,76,AF/IN,,,1607,BF/IN,,,1677
100013997,10000658,10007326,14,14,AF/IN,,,1682,BF/IN,,,1704
100013998,10000658,10009069,47,47,AF/IN,,,1649,BF/IN,,,1704
100013999,10000658,10009749,75,75,AF/IN,,,1647,BF/IN,,,1704
100014000,10000658,10010996,12,12,AF/IN,,,1600,BF/IN,,,1650
100014001,10000658,10011010,49,49,AF/IN,,,1641,BF/IN,,,1660
100014004,10000658,10011690,22,22,AF/IN,,,1662,BF/IN,,,1694
100014005,10000658,10011831,40,40,AF/IN,,,1653,BF/IN,,,1704
100014007,10000658,10012246,17,17,AF/IN,,,1649,BF/IN,,,1697
100014008,10000658,10012339,53,53,AF/IN,,,1684,BF/IN,,,1704
100014011,10000659,10000665,35,35,AF/IN,,,1517,BF/IN,,,1552
100014012,10000659,10000666,26,26,AF/IN,,,1544,BF/IN,,,1552
100014013,10000659,10000805,28,28,AF/IN,,,1517,BF/IN,,,1531
100014015,10000659,10001243,79,79,AF/IN,,,1517,BF/IN,,,1536
100014017,10000659,10002565,25,25,AF/IN,,,1517,BF/IN,,,1552
100014019,10000659,10004274,59,59,AF/IN,,,1517,BF/IN,,,1552
100014020,10000659,10004334,57,57,AF/IN,,,1517,BF/IN,,,1522
100014021,10000659,10004343,24,24,AF/IN,,,1519,BF/IN,,,1536
100014024,10000659,10011772,22,22,AF/IN,,,1517,BF/IN,,,1530
100014025,10000659,10012119,76,76,AF/IN,,,1517,BF/IN,,,1547
100014027,10000660,10000666,18,18,AF/IN,,,1573,BF/IN,,,1625
100014028,10000660,10001067,63,63,AF/IN,,,1573,BF/IN,,,1616
100014032,10000660,10011670,46,46,AF/IN,,,1600,BF/IN,,,1631
100014033,10000661,10000662,51,51,AF/IN,,,1493,BF/IN,,,1553
100014035,10000661,10001912,64,64,AF/IN,,,1481,BF/IN,,,1553
100014036,10000661,10003385,37,37,AF/IN,,,1527,BF/IN,,,1553
100014038,10000663,10000665,39,39,AF/IN,,,1608,BF/IN,,,1613
100014041,10000663,10000846,36,36,AF/IN,,,1652,BF/IN,,,1691
100014042,10000663,10000854,27,27,AF/IN,,,1616,BF/IN,,,1691
100014044,10000663,10000947,14,14,AF/IN,,,1649,BF/IN,,,1691
100014045,10000663,10000953,44,44,AF/IN,,,1608,BF/IN,,,1676
100014047,10000663,10001192,17,17,AF/IN,,,1618,BF/IN,,,1679
100014049,10000663,10001546,20,20,AF/IN,,,1609,BF/IN,,,1674
100014050,10000663,10001618,26,26,AF/IN,,,1665,BF/IN,,,1691
100014052,10000663,10001828,24,24,AF/IN,,,1632,BF/IN,,,1681
100014054,10000663,10002160,28,28,AF/IN,,,1608,BF/IN,,,1639
100014056,10000663,10002167,17,17,AF/IN,,,1620,BF/IN,,,1691
100014057,10000663,10002407,67,67,AF/IN,,,1608,BF/IN,,,1644
100014058,10000663,10003000,20,20,AF/IN,,,1614,BF/IN,,,1663
100014061,10000663,10003566,15,15,AF/IN,,,1684,BF/IN,,,1691
100014062,10000663,10003794,32,32,AF/IN,,,1625,BF/IN,,,1683
100014064,10000663,10004046,25,25,AF/IN,,,1620,BF/IN,,,1691
100014065,10000663,10004047,14,14,AF/IN,,,1655,BF/IN,,,1691
100014066,10000663,10004127,16,16,AF/IN,,,1608,BF/IN,,,1666
100014069,10000663,10004517,33,33,AF/IN,,,1631,BF/IN,,,1691
100014070,10000663,10004612,12,12,AF/IN,,,1608,BF/IN,,,1667
100014072,10000663,10004614,11,11,AF/IN,,,1654,BF/IN,,,1691
100014073,10000663,10004620,14,14,AF/IN,,,1632,BF/IN,,,1688
100014078,10000663,10004947,11,11,AF/IN,,,1609,BF/IN,,,1678
100014079,10000663,10005383,40,40,AF/IN,,,1620,BF/IN,,,1687
100014080,10000663,10005417,38,38,AF/IN,,,1633,BF/IN,,,1691
100014082,10000663,10005543,18,18,AF/IN,,,1624,BF/IN,,,1691
100014083,10000663,10005544,13,13,AF/IN,,,1664,BF/IN,,,1691
100014085,10000663,10006012,57,57,AF/IN,,,1608,BF/IN,,,1679
100014086,10000663,10006050,69,69,AF/IN,,,1608,BF/IN,,,1662
100014087,10000663,10006181,34,34,AF/IN,,,1627,BF/IN,,,1691
100014089,10000663,10006442,23,23,AF/IN,,,1637,BF/IN,,,1671
100014090,10000663,10006464,33,33,AF/IN,,,1646,BF/IN,,,1691
100014092,10000663,10006571,15,15,AF/IN,,,1662,BF/IN,,,1691
100014093,10000663,10006986,32,32,AF/IN,,,1650,BF/IN,,,1691
100014097,10000663,10007640,18,18,AF/IN,,,1608,BF/IN,,,1637
100014098,10000663,10007641,35,35,AF/IN,,,1608,BF/IN,,,1675
100014100,10000663,10008292,36,36,AF/IN,,,1644,BF/IN,,,1691
100014101,10000663,10008519,65,65,AF/IN,,,1608,BF/IN,,,1684
100014103,10000663,10008837,27,27,AF/IN,,,1608,BF/IN,,,1672
100014106,10000663,10009204,12,12,AF/IN,,,1608,BF/IN,,,1651
100014107,10000663,10009205,16,16,AF/IN,,,1608,BF/IN,,,1666
100014109,10000663,10009324,17,17,AF/IN,,,1640,BF/IN,,,1688
100014110,10000663,10009341,21,21,AF/IN,,,1653,BF/IN,,,1691
100014112,10000663,10009619,16,16,AF/IN,,,1610,BF/IN,,,1672
100014114,10000663,10009699,31,31,AF/IN,,,1621,BF/IN,,,1691
100014115,10000663,10010180,14,14,AF/IN,,,1608,BF/IN,,,1666
100014117,10000663,10010670,83,83,AF/IN,,,1617,BF/IN,,,1691
100014119,10000663,10010675,33,33,AF/IN,,,1663,BF/IN,,,1691
100014121,10000663,10010979,78,78,AF/IN,,,1608,BF/IN,,,1677
100014122,10000663,10011009,27,27,AF/IN,,,1608,BF/IN,,,1674
100014123,10000663,10011246,28,28,AF/IN,,,1638,BF/IN,,,1691
100014126,10000663,10011671,21,21,AF/IN,,,1630,BF/IN,,,1685
100014127,10000663,10011683,78,78,AF/IN,,,1633,BF/IN,,,1691
100014129,10000663,10011753,40,40,AF/IN,,,1610,BF/IN,,,1634
100014130,10000663,10011813,19,19,AF/IN,,,1613,BF/IN,,,1667
100014131,10000663,10011979,53,53,AF/IN,,,1608,BF/IN,,,1676
100014134,10000663,10012366,14,14,AF/IN,,,1637,BF/IN,,,1691
100014135,10000663,10012432,23,23,AF/IN,,,1612,BF/IN,,,1677
100014137,10000663,10012503,23,23,AF/IN,,,1651,BF/IN,,,1691
100014138,10000663,10012531,16,16,AF/IN,,,1617,BF/IN,,,1689
100014141,10000663,10012887,21,21,AF/IN,,,1614,BF/IN,,,1672
100014142,10000663,10012889,44,44,AF/IN,,,1610,BF/IN,,,1675
100014144,10000663,10012933,53,53,AF/IN,,,1633,BF/IN,,,1691
100014145,10000663,10013084,93,93,AF/IN,,,1632,BF/IN,,,1691
100014147,10000664,10000802,21,21,AF/IN,,,1669,BF/IN,,,1691
100014149,10000664,10001419,17,17,AF/IN,,,1669,BF/IN,,,1691
100014150,10000664,10001546,17,17,AF/IN,,,1669,BF/IN,,,1674
100014151,10000664,10001618,23,23,AF/IN,,,1669,BF/IN,,,1696
100014154,10000664,10001888,14,14,AF/IN,,,1669,BF/IN,,,1680
100014155,10000664,10003429,11,11,AF/IN,,,1669,BF/IN,,,1730
100014157,10000664,10003794,16,16,AF/IN,,,1669,BF/IN,,,1683
100014158,10000664,10004168,34,34,AF/IN,,,1669,BF/IN,,,1686
100014162,10000664,10005544,11,11,AF/IN,,,1669,BF/IN,,,1730
100014163,10000664,10005798,16,16,AF/IN,,,1669,BF/IN,,,1711
100014165,10000664,10006193,16,16,AF/IN,,,1669,BF/IN,,,1697
100014166,10000664,10006459,50,50,AF/IN,,,1669,BF/IN,,,1727
100014168,10000664,10006986,18,18,AF/IN,,,1669,BF/IN,,,1709
100014171,10000664,10008519,25,25,AF/IN,,,1669,BF/IN,,,1684
100014172,10000664,10009083,12,12,AF/IN,,,1669,BF/IN,,,1676
100014174,10000664,10009341,15,15,AF/IN,,,1669,BF/IN,,,1722
100014175,10000664,10009581,14,14,AF/IN,,,1669,BF/IN,,,1673
100014177,10000664,10009699,23,23,AF/IN,,,1669,BF/IN,,,1691
100014179,10000664,10010670,20,20,AF/IN,,,1669,BF/IN,,,1693
100014180,10000664,10010979,24,24,AF/IN,,,1669,BF/IN,,,1677
100014182,10000664,10011378,21,21,AF/IN,,,1669,BF/IN,,,1727
100014184,10000664,10011671,25,25,AF/IN,,,1669,BF/IN,,,1685
100014186,10000664,10012054,20,20,AF/IN,,,1669,BF/IN,,,1674
100014187,10000664,10012432,14,14,AF/IN,,,1669,BF/IN,,,1677
100014188,10000664,10012531,21,21,AF/IN,,,1669,BF/IN,,,1689
100014191,10000664,10013090,11,11,AF/IN,,,1669,BF/IN,,,1692
100014192,10000664,10013091,11,11,AF/IN,,,1669,BF/IN,,,1722
100014194,10000665,10000667,56,56,AF/IN,,,1528,BF/IN,,,1529
100014195,10000665,10000711,15,15,AF/IN,,,1561,BF/IN,,,1613
100014196,10000665,10001060,17,17,AF/IN,,,1503,BF/IN,,,1561
100014199,10000665,10001183,30,30,AF/IN,,,1555,BF/IN,,,1601
100014200,10000665,10001222,27,27,AF/IN,,,1547,BF/IN,,,1613
100014202,10000665,10001346,28,28,AF/IN,,,1503,BF/IN,,,1549
100014205,10000665,10001831,20,20,AF/IN,,,1577,BF/IN,,,1613
100014206,10000665,10001941,11,11,AF/IN,,,1529,BF/IN,,,1570
100014207,10000665,10002050,22,22,AF/IN,,,1503,BF/IN,,,1555
100014208,10000665,10002249,44,44,AF/IN,,,1563,BF/IN,,,1612
100014210,10000665,10002260,17,17,AF/IN,,,1503,BF/IN,,,1608
100014212,10000665,10002434,17,17,AF/IN,,,1503,BF/IN,,,1558
100014214,10000665,10002533,19,19,AF/IN,,,1503,BF/IN,,,1541
100014215,10000665,10002754,18,18,AF/IN,,,1503,BF/IN,,,1561
100014216,10000665,10002864,61,61,AF/IN,,,1548,BF/IN,,,1597
100014219,10000665,10003246,12,12,AF/IN,,,1544,BF/IN,,,1613
100014220,10000665,10003359,20,20,AF/IN,,,1529,BF/IN,,,1596
100014222,10000665,10003511,35,35,AF/IN,,,1515,BF/IN,,,1613
100014223,10000665,10003637,21,21,AF/IN,,,1555,BF/IN,,,1613
100014227,10000665,10004329,12,12,AF/IN,,,1552,BF/IN,,,1613
100014228,10000665,10004533,12,12,AF/IN,,,1516,BF/IN,,,1587
100014230,10000665,10004963,28,28,AF/IN,,,1528,BF/IN,,,1601
100014231,10000665,10004966,23,23,AF/IN,,,1503,BF/IN,,,1554
100014233,10000665,10005939,54,54,AF/IN,,,1563,BF/IN,,,1613
100014236,10000665,10006427,22,22,AF/IN,,,1556,BF/IN,,,1613
100014237,10000665,10006484,13,13,AF/IN,,,1615,BF/IN,,,1613
100014239,10000665,10007006,23,23,AF/IN,,,1544,BF/IN,,,1613
100014240,10000665,10007457,32,32,AF/IN,,,1524,BF/IN,,,1613
100014242,10000665,10008090,15,15,AF/IN,,,1577,BF/IN,,,1613
100014244,10000665,10008392,20,20,AF/IN,,,1564,BF/IN,,,1613
100014245,10000665,10008760,11,11,AF/IN,,,1524,BF/IN,,,1564
100014247,10000665,10008855,33,33,AF/IN,,,1503,BF/IN,,,1535
100014249,10000665,10009188,44,44,AF/IN,,,1524,BF/IN,,,1609
100014251,10000665,10009320,32,32,AF/IN,,,1504,BF/IN,,,1575
100014252,10000665,10009326,16,16,AF/IN,,,1535,BF/IN,,,1581
100014253,10000665,10009332,16,16,AF/IN,,,1558,BF/IN,,,1613
100014256,10000665,10009592,60,60,AF/IN,,,1546,BF/IN,,,1610
100014257,10000665,10009891,26,26,AF/IN,,,1520,BF/IN,,,1571
100014259,10000665,10010139,21,21,AF/IN,,,1503,BF/IN,,,1536
100014260,10000665,10010298,34,34,AF/IN,,,1560,BF/IN,,,1613
100014261,10000665,10010299,30,30,AF/IN,,,1503,BF/IN,,,1555
100014264,10000665,10010410,16,16,AF/IN,,,1551,BF/IN,,,1613
100014265,10000665,10011226,18,18,AF/IN,,,1514,BF/IN,,,1613
100014267,10000665,10011301,12,12,AF/IN,,,1526,BF/IN,,,1589
100014268,10000665,10011489,19,19,AF/IN,,,1535,BF/IN,,,1598
100014271,10000665,10012119,47,47,AF/IN,,,1503,BF/IN,,,1547
100014272,10000665,10012193,20,20,AF/IN,,,1552,BF/IN,,,1613
100014273,10000665,10012388,12,12,AF/IN,,,1546,BF/IN,,,1613
100014275,10000665,10012564,47,47,AF/IN,,,1503,BF/IN,,,1557
100014277,10000665,10012827,53,53,AF/IN,,,1530,BF/IN,,,1604
100014279,10000665,10012905,18,18,AF/IN,,,1561,BF/IN,,,1613
100014280,10000665,10013145,34,34,AF/IN,,,1561,BF/IN,,,1613
100014281,10000665,10013160,17,17,AF/IN,,,1561,BF/IN,,,1613
100014284,10000666,10000711,14,14,AF/IN,,,1561,BF/IN,,,1625
100014285,10000666,10001060,12,12,AF/IN,,,1544,BF/IN,,,1561
100014287,10000666,10001090,15,15,AF/IN,,,1549,BF/IN,,,1614
100014288,10000666,10001183,23,23,AF/IN,,,1555,BF/IN,,,1601
100014292,10000666,10001435,33,33,AF/IN,,,1544,BF/IN,,,1578
100014293,10000666,10001466,19,19,AF/IN,,,1570,BF/IN,,,1618
100014295,10000666,10001831,17,17,AF/IN,,,1577,BF/IN,,,1625
100014296,10000666,10002050,24,24,AF/IN,,,1544,BF/IN,,,1555
100014298,10000666,10002260,19,19,AF/IN,,,1544,BF/IN,,,1608
100014301,10000666,10002754,23,23,AF/IN,,,1544,BF/IN,,,1561
100014302,10000666,10002864,17,17,AF/IN,,,1548,BF/IN,,,1597
100014304,10000666,10003160,23,23,AF/IN,,,1544,BF/IN,,,1582
100014305,10000666,10003359,14,14,AF/IN,,,1544,BF/IN,,,1596
100014307,10000666,10003469,24,24,AF/IN,,,1565,BF/IN,,,1601
100014309,10000666,10003511,18,18,AF/IN,,,1544,BF/IN,,,1625
100014310,10000666,10003577,11,11,AF/IN,,,1572,BF/IN,,,1625
100014312,10000666,10003912,19,19,AF/IN,,,1555,BF/IN,,,1622
100014314,10000666,10004853,46,46,AF/IN,,,1544,BF/IN,,,1603
100014316,10000666,10004966,11,11,AF/IN,,,1544,BF/IN,,,1554
100014317,10000666,10005940,32,32,AF/IN,,,1594,BF/IN,,,1625
100014318,10000666,10005955,31,31,AF/IN,,,1570,BF/IN,,,1610
100014321,10000666,10006907,22,22,AF/IN,,,1606,BF/IN,,,1625
100014322,10000666,10007457,24,24,AF/IN,,,1544,BF/IN,,,1625
100014324,10000666,10008088,59,59,AF/IN,,,1550,BF/IN,,,1625
100014325,10000666,10008242,18,18,AF/IN,,,1544,BF/IN,,,1566
100014326,10000666,10008759,14,14,AF/IN,,,1544,BF/IN,,,1593
100014329,10000666,10008939,37,37,AF/IN,,,1544,BF/IN,,,1602
100014330,10000666,10009188,50,50,AF/IN,,,1544,BF/IN,,,1609
100014332,10000666,10009320,32,32,AF/IN,,,1544,BF/IN,,,1575
100014333,10000666,10009432,14,14,AF/IN,,,1563,BF/IN,,,1625
100014336,10000666,10009583,12,12,AF/IN,,,1544,BF/IN,,,1592
100014337,10000666,10009891,21,21,AF/IN,,,1544,BF/IN,,,1571
100014338,10000666,10009985,15,15,AF/IN,,,1544,BF/IN,,,1597
100014340,10000666,10010298,69,69,AF/IN,,,1560,BF/IN,,,1624
100014342,10000666,10010410,11,11,AF/IN,,,1551,BF/IN,,,1618
100014344,10000666,10011301,16,16,AF/IN,,,1544,BF/IN,,,1589
100014345,10000666,10011489,25,25,AF/IN,,,1544,BF/IN,,,1598
100014346,10000666,10011681,43,43,AF/IN,,,1566,BF/IN,,,1625
100014349,10000666,10012193,20,20,AF/IN,,,1552,BF/IN,,,1615
100014350,10000666,10012506,14,14,AF/IN,,,1600,BF/IN,,,1625
100014352,10000666,10012827,50,50,AF/IN,,,1544,BF/IN,,,1604
100014353,10000666,10012852,24,24,AF/IN,,,1588,BF/IN,,,1625
100014357,10000667,10008475,56,56,AF/IN,,,1528,BF/IN,,,1529
100014358,10000667,10010515,56,56,AF/IN,,,1528,BF/IN,,,1529
100014360,10000668,10001046,23,23,AF/IN,,,1591,BF/IN,,,1638
100014361,10000668,10001751,11,11,AF/IN,,,1591,BF/IN,,,1628
100014363,10000668,10003355,23,23,AF/IN,,,1591,BF/IN,,,1638
100014366,10000668,10006149,22,22,AF/IN,,,1591,BF/IN,,,1621
100014367,10000668,10006392,13,13,AF/IN,,,1611,BF/IN,,,1683
100014369,10000668,10007311,36,36,AF/IN,,,1591,BF/IN,,,1622
100014370,10000668,10007542,11,11,AF/IN,,,1622,BF/IN,,,1677
100014372,10000668,10009106,50,50,AF/IN,,,1595,BF/IN,,,1663
100014374,10000668,10010009,11,11,AF/IN,,,1659,BF/IN,,,1695
100014375,10000668,10011681,21,21,AF/IN,,,1591,BF/IN,,,1625
100014377,10000669,10000875,12,12,AF/IN,,,1668,BF/IN,,,1683
100014379,10000669,10001751,13,13,AF/IN,,,1628,BF/IN,,,1628
100014381,10000669,10003078,14,14,AF/IN,,,1644,BF/IN,,,1682
100014382,10000669,10004129,18,18,AF/IN,,,1628,BF/IN,,,1631
100014383,10000669,10005690,15,15,AF/IN,,,1628,BF/IN,,,1641
100014386,10000669,10008068,12,12,AF/IN,,,1650,BF/IN,,,1683
100014387,10000669,10010009,12,12,AF/IN,,,1659,BF/IN,,,1683
100014389,10000669,10012520,18,18,AF/IN,,,1628,BF/IN,,,1638
100014390,10000669,10013147,38,38,AF/IN,,,1644,BF/IN,,,1683
100014391,10000670,10001235,40,40,AF/IN,,,1660,BF/IN,,,1699
100014394,10000670,10004679,13,13,AF/IN,,,1660,BF/IN,,,1713
100014395,10000670,10004680,18,18,AF/IN,,,1660,BF/IN,,,1705
100014397,10000670,10005759,16,16,AF/IN,,,1660,BF/IN,,,1695
100014398,10000670,10006462,33,33,AF/IN,,,1683,BF/IN,,,1713
100014401,10000670,10009863,18,18,AF/IN,,,1673,BF/IN,,,1713
100014402,10000670,10010312,15,15,AF/IN,,,1682,BF/IN,,,1713
100014403,10000670,10011683,37,37,AF/IN,,,1660,BF/IN,,,1701
100014405,10000670,10012297,13,13,AF/IN,,,1691,BF/IN,,,1713
100014407,10000670,10012413,28,28,AF/IN,,,1660,BF/IN,,,1713
100014409,10000670,10012482,64,64,AF/IN,,,1676,BF/IN,,,1713
100014410,10000670,10013308,43,43,AF/IN,,,1660,BF/IN,,,1702
100014411,10000671,10002375,32,32,AF/IN,,,1685,BF/IN,,,1764
100014414,10000671,10005467,14,14,AF/IN,,,1685,BF/IN,,,1729
100014415,10000671,10005470,18,18,AF/IN,,,1685,BF/IN,,,1751
100014417,10000671,10005759,27,27,AF/IN,,,1685,BF/IN,,,1695
100014418,10000671,10006462,72,72,AF/IN,,,1685,BF/IN,,,1760
100014422,10000671,10009142,18,18,AF/IN,,,1691,BF/IN,,,1764
100014423,10000671,10009495,11,11,AF/IN,,,1694,BF/IN,,,1754
100014425,10000671,10009863,21,21,AF/IN,,,1685,BF/IN,,,1747
100014426,10000671,10010009,16,16,AF/IN,,,1685,BF/IN,,,1695
100014428,10000671,10010312,18,18,AF/IN,,,1685,BF/IN,,,1758
100014431,10000671,10012297,24,24,AF/IN,,,1691,BF/IN,,,1739
100014432,10000671,10012323,32,32,AF/IN,,,1699,BF/IN,,,1741
100014434,10000671,10012482,59,59,AF/IN,,,1685,BF/IN,,,1745
100014435,10000672,10003799,11,11,AF/IN,,,1537,BF/IN,,,1600
100014437,10000672,10008000,35,35,AF/IN,,,1594,BF/IN,,,1633
100014439,10000673,10000674,30,30,AF/IN,,,1620,BF/IN,,,1653
100014440,10000673,10000901,55,55,AF/IN,,,1648,BF/IN,,,1653
100014442,10000673,10003299,13,13,AF/IN,,,1588,BF/IN,,,1641
100014444,10000673,10004085,22,22,AF/IN,,,1621,BF/IN,,,1653
100014446,10000673,10004087,54,54,AF/IN,,,1625,BF/IN,,,1653
100014447,10000673,10005605,28,28,AF/IN,,,1588,BF/IN,,,1631
100014448,10000673,10007021,17,17,AF/IN,,,1588,BF/IN,,,1615
100014451,10000673,10008000,12,12,AF/IN,,,1594,BF/IN,,,1653
100014452,10000673,10010402,11,11,AF/IN,,,1588,BF/IN,,,1636
100014454,10000673,10011284,55,55,AF/IN,,,1618,BF/IN,,,1653
100014455,10000673,10011396,55,55,AF/IN,,,1588,BF/IN,,,1642
100014456,10000673,10011681,16,16,AF/IN,,,1588,BF/IN,,,1625
100014459,10000674,10000802,28,28,AF/IN,,,1620,BF/IN,,,1691
100014460,10000674,10001034,15,15,AF/IN,,,1620,BF/IN,,,1697
100014462,10000674,10001934,30,30,AF/IN,,,1634,BF/IN,,,1685
100014463,10000674,10002846,14,14,AF/IN,,,1620,BF/IN,,,1685
100014466,10000674,10004086,20,20,AF/IN,,,1620,BF/IN,,,1677
100014467,10000674,10004087,24,24,AF/IN,,,1625,BF/IN,,,1691
100014468,10000674,10004207,31,31,AF/IN,,,1620,BF/IN,,,1707
100014470,10000674,10004799,28,28,AF/IN,,,1620,BF/IN,,,1681
100014472,10000674,10004975,38,38,AF/IN,,,1650,BF/IN,,,1707
100014474,10000674,10005187,19,19,AF/IN,,,1625,BF/IN,,,1696
100014475,10000674,10005549,24,24,AF/IN,,,1620,BF/IN,,,1656
100014476,10000674,10005605,42,42,AF/IN,,,1620,BF/IN,,,1631
100014479,10000674,10006111,11,11,AF/IN,,,1642,BF/IN,,,1707
100014480,10000674,10006392,11,11,AF/IN,,,1620,BF/IN,,,1683
100014482,10000674,10006593,41,41,AF/IN,,,1638,BF/IN,,,1707
100014483,10000674,10007678,22,22,AF/IN,,,1620,BF/IN,,,1656
